Rk,Player,Tm,FantPos,Age,G,GS,Cmp,PassAtt,PassYds,PassTDs,Int,RushAtt,RushYds,RushY/A,RushTDs,Tgt,Rec,RecYds,Y/R,RecTDs,Fmb,FL,TotTDs,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
324,Zamir White,LVR,RB,24,7,0,0,0,0,0,0,12,43,3.58,0,6,6,38,6.33,0,1,1,0,,,6.0,12.1,13.1,9.1,,89,
325,Ameer Abdullah,LVR,RB,30,7,0,0,0,0,0,0,1,4,4.0,0,11,6,46,7.67,0,0,0,0,,,5.0,11.0,11.0,8.0,,93,
326,Marquise Goodwin,CLE,WR,33,6,0,0,0,0,0,0,3,38,12.67,0,9,3,10,3.33,0,0,0,0,,,5.0,7.8,7.8,6.3,,137,
327,Brian Hoyer,LVR,QB,38,3,1,23,42,231,0,2,3,-3,-1.0,0,0,0,0,,0,0,0,0,,,5.0,4.9,6.9,6.9,,39,
328,Tanner Hudson,CIN,TE,29,2,0,0,0,0,0,0,0,0,,0,6,4,48,12.0,0,0,0,0,,,5.0,8.8,8.8,6.8,,62,
329,Will Mallory,IND,TE,24,3,0,0,0,0,0,0,0,0,,0,4,2,49,24.5,0,0,0,0,,,5.0,6.9,6.9,5.9,,61,
330,Isaiah McKenzie,IND,WR,28,7,0,0,0,0,0,0,2,11,5.5,0,7,5,39,7.8,0,1,0,0,,,5.0,10.0,10.0,7.5,,136,
331,Elijah Mitchell,SFO,RB,25,4,0,0,0,0,0,0,19,48,2.53,0,4,3,2,0.67,0,0,0,0,,,5.0,8.0,8.0,6.5,,94,
332,Byron Pringle,WAS,WR,30,7,0,0,0,0,0,0,0,0,,0,6,4,45,11.25,0,0,0,0,,,5.0,8.5,8.5,6.5,,138,
333,Patrick Ricard,BAL,RB,29,7,3,0,0,0,0,0,0,0,,0,4,4,48,12.0,0,0,0,0,,,5.0,8.8,8.8,6.8,,95,
334,Jalen Tolbert,DAL,WR,24,6,2,0,0,0,0,0,0,0,,0,9,7,71,10.14,0,1,1,0,,,5.0,12.1,13.1,8.6,,135,
335,Damien Williams,ARI,RB,31,2,0,0,0,0,0,0,9,38,4.22,0,1,1,8,8.0,0,0,0,0,,,5.0,5.6,5.6,5.1,,96,
336,Malik Willis,TEN,QB,24,2,0,4,5,74,0,0,3,17,5.67,0,0,0,0,,0,0,0,0,,,5.0,4.7,4.7,4.7,,40,
337,Randall Cobb,NYJ,WR,33,6,1,0,0,0,0,0,0,0,,0,12,3,20,6.67,0,0,0,0,1.0,,4.0,7.0,7.0,5.5,,140,
338,D'Ernest Johnson,JAX,RB,27,7,0,0,0,0,0,0,7,27,3.86,0,3,3,15,5.0,0,0,0,0,,,4.0,7.2,7.2,5.7,,98,
339,Drew Lock,SEA,QB,27,1,0,2,6,63,0,0,1,11,11.0,0,0,0,0,,0,0,0,0,,,4.0,3.6,3.6,3.6,,42,
340,MyCole Pruitt,ATL,TE,31,7,5,0,0,0,0,0,0,0,,0,5,3,41,13.67,0,0,0,0,,,4.0,7.1,7.1,5.6,,63,
341,Jeremy Ruckert,NYJ,TE,23,6,1,0,0,0,0,0,0,0,,0,4,4,36,9.0,0,0,0,0,,,4.0,7.6,7.6,5.6,,66,
342,Trent Sherfield,BUF,WR,27,7,0,0,0,0,0,0,0,0,,0,8,6,44,7.33,0,0,0,0,,,4.0,10.4,10.4,7.4,,139,
343,Isaiah Spiller,LAC,RB,22,4,0,0,0,0,0,0,9,24,2.67,0,2,2,15,7.5,0,0,0,0,,,4.0,5.9,5.9,4.9,,99,
344,Ian Thomas,CAR,TE,27,5,2,0,0,0,0,0,0,0,,0,4,2,36,18.0,0,0,0,0,,,4.0,5.6,5.6,4.6,,67,
345,Robert Tonyan,CHI,TE,29,7,3,0,0,0,0,0,0,0,,0,7,5,39,7.8,0,0,0,0,,,4.0,8.9,8.9,6.4,,65,
346,Ke'Shawn Vaughn,TAM,RB,26,4,0,0,0,0,0,0,19,32,1.68,0,4,1,3,3.0,0,0,0,0,,,4.0,4.5,4.5,4.0,,100,
347,Mike White,MIA,QB,28,2,0,2,3,67,1,1,4,-5,-1.25,0,0,0,0,,0,0,0,0,,,4.0,4.2,5.2,5.2,,41,
348,Emanuel Wilson,GNB,RB,24,4,0,0,0,0,0,0,7,30,4.29,0,3,3,14,4.67,0,1,0,0,,,4.0,7.4,7.4,5.9,,97,
349,Brock Wright,DET,TE,25,7,3,0,0,0,0,0,0,0,,0,6,6,40,6.67,0,0,0,0,,,4.0,10.0,10.0,7.0,,64,
350,David Bell,CLE,WR,23,6,0,0,0,0,0,0,0,0,,0,7,4,33,8.25,0,0,0,0,,,3.0,7.3,7.3,5.3,,142,
351,Khari Blasingame,CHI,RB,27,7,1,0,0,0,0,0,8,26,3.25,0,3,2,5,2.5,0,0,0,0,,,3.0,5.1,5.1,4.1,,103,
352,Mike Boone,HOU,RB,28,5,0,0,0,0,0,0,2,15,7.5,0,4,3,18,6.0,0,1,0,0,,,3.0,6.3,6.3,4.8,,101,
353,Michael Burton,DEN,RB,31,7,1,0,0,0,0,0,4,3,0.75,0,1,1,3,3.0,0,0,0,0,1.0,,3.0,3.6,3.6,3.1,,108,
354,Greg Dulcich,DEN,TE,23,2,1,0,0,0,0,0,0,0,,0,4,3,25,8.33,0,0,0,0,,,3.0,5.5,5.5,4.0,,75,
355,Luke Farrell,JAX,TE,26,7,3,0,0,0,0,0,0,0,,0,4,4,30,7.5,0,0,0,0,,,3.0,7.0,7.0,5.0,,72,
356,Eric Gray,NYG,RB,24,7,0,0,0,0,0,0,13,27,2.08,0,1,1,1,1.0,0,3,0,0,,,3.0,3.8,3.8,3.3,,104,
357,Brycen Hopkins,LAR,TE,26,7,0,0,0,0,0,0,0,0,,0,4,3,31,10.33,0,0,0,0,,,3.0,6.1,6.1,4.6,,71,
358,Tim Jones,JAX,WR,25,7,1,0,0,0,0,0,0,0,,0,7,5,27,5.4,0,0,0,0,,,3.0,7.7,7.7,5.2,,144,
359,Velus Jones Jr.,CHI,WR,26,6,0,0,0,0,0,0,4,22,5.5,0,2,2,5,2.5,0,0,0,0,,,3.0,4.7,4.7,3.7,,145,
360,Isaiah Likely,BAL,TE,23,7,4,0,0,0,0,0,0,0,,0,4,3,32,10.67,0,0,0,0,,,3.0,6.2,6.2,4.7,,69,
361,Ty Montgomery,NWE,WR,30,7,0,0,0,0,0,0,2,7,3.5,0,9,4,23,5.75,0,0,0,0,,,3.0,7.0,7.0,5.0,,143,
362,Teagan Quitoriano,HOU,TE,23,6,5,0,0,0,0,0,0,0,,0,3,2,33,16.5,0,0,0,0,,,3.0,5.3,5.3,4.3,,68,
363,Justyn Ross,KAN,WR,24,7,0,0,0,0,0,0,0,0,,0,6,3,34,11.33,0,0,0,0,,,3.0,6.4,6.4,4.9,,141,
364,Trey Sermon,IND,RB,24,5,0,0,0,0,0,0,8,24,3.0,0,3,1,4,4.0,0,0,0,0,,,3.0,3.8,3.8,3.3,,105,
365,Stone Smartt,LAC,TE,25,6,1,0,0,0,0,0,0,0,,0,3,2,29,14.5,0,0,0,0,,,3.0,4.9,4.9,3.9,,74,
366,Irv Smith Jr.,CIN,TE,25,4,4,0,0,0,0,0,0,0,,0,11,6,32,5.33,0,0,0,0,,,3.0,9.2,9.2,6.2,,70,
367,Keith Smith,ATL,RB,31,7,4,0,0,0,0,0,0,0,,0,2,2,27,13.5,0,0,0,0,,,3.0,4.7,4.7,3.7,,106,
368,Geoff Swaim,ARI,TE,30,7,3,0,0,0,0,0,0,0,,0,4,3,30,10.0,0,0,0,0,,,3.0,6.0,6.0,4.5,,73,
369,Sean Tucker,TAM,RB,22,6,0,0,0,0,0,0,15,23,1.53,0,2,2,9,4.5,0,0,0,0,,,3.0,5.2,5.2,4.2,,102,
370,Trayveon Williams,CIN,RB,26,6,0,0,0,0,0,0,5,20,4.0,0,6,4,7,1.75,0,0,0,0,,,3.0,6.7,6.7,4.7,,107,
371,Bailey Zappe,NWE,QB,24,2,0,7,18,79,0,0,0,0,,0,0,0,0,,0,0,0,0,,,3.0,3.2,3.2,3.2,,43,
372,Nate Adkins,DEN,TE,24,5,0,0,0,0,0,0,0,0,,0,5,4,22,5.5,0,0,0,0,,,2.0,6.2,6.2,4.2,,77,
373,Jordan Akins,CLE,TE,31,6,2,0,0,0,0,0,0,0,,0,6,3,20,6.67,0,0,0,0,,,2.0,5.0,5.0,3.5,,80,
374,Daniel Bellinger,NYG,TE,23,7,5,0,0,0,0,0,0,0,,0,4,4,22,5.5,0,0,0,0,,,2.0,6.2,6.2,4.2,,78,
375,Raheem Blackshear,CAR,RB,24,2,0,0,0,0,0,0,5,18,3.6,0,1,1,4,4.0,0,0,0,0,,,2.0,3.2,3.2,2.7,,109,
376,Lawrence Cager,NYG,TE,26,5,0,0,0,0,0,0,0,0,,0,2,2,17,8.5,0,0,0,0,,,2.0,3.7,3.7,2.7,,81,
377,DeAndre Carter,LVR,WR,30,7,1,0,0,0,0,0,2,3,1.5,0,5,2,21,10.5,0,1,0,0,,,2.0,4.4,4.4,3.4,,146,
378,Jamison Crowder,WAS,WR,30,7,0,0,0,0,0,0,0,0,,0,2,2,21,10.5,0,1,0,0,,,2.0,4.1,4.1,3.1,,151,
379,Tyrion Davis-Price,SFO,RB,23,1,0,0,0,0,0,0,6,21,3.5,0,0,0,0,,0,0,0,0,,,2.0,2.1,2.1,2.1,,111,
380,Elijah Dotson,LAC,RB,24,4,0,0,0,0,0,0,4,6,1.5,0,2,2,13,6.5,0,0,0,0,,,2.0,3.9,3.9,2.9,,114,
381,Devin Duvernay,BAL,WR,26,7,1,0,0,0,0,0,3,15,5.0,0,7,2,8,4.0,0,0,0,0,,,2.0,4.3,4.3,3.3,,149,
382,Chase Edmonds,TAM,RB,27,2,0,0,0,0,0,0,4,20,5.0,0,0,0,0,,0,0,0,0,,,2.0,2.0,2.0,2.0,,113,
383,Erik Ezukanma,MIA,WR,23,2,0,0,0,0,0,0,5,22,4.4,0,1,0,0,,0,0,0,0,,,2.0,2.2,2.2,2.2,,150,
384,Jake Funk,IND,RB,25,4,0,0,0,0,0,0,2,10,5.0,0,1,1,12,12.0,0,0,0,0,,,2.0,3.2,3.2,2.7,,110,
385,Xavier Hutchinson,HOU,WR,23,6,0,0,0,0,0,0,2,15,7.5,0,2,1,9,9.0,0,0,0,0,,,2.0,3.4,3.4,2.9,,147,
386,Marvin Jones,DET,WR,33,6,4,0,0,0,0,0,0,0,,0,10,5,35,7.0,0,1,1,0,,,2.0,6.5,7.5,4.0,,155,
387,Zonovan Knight,DET,RB,22,2,0,0,0,0,0,0,3,13,4.33,0,1,1,8,8.0,0,0,0,0,,,2.0,3.1,3.1,2.6,,112,
388,Marcedes Lewis,CHI,TE,39,7,1,0,0,0,0,0,0,0,,0,2,2,24,12.0,0,0,0,0,,,2.0,4.4,4.4,3.4,,76,
389,Zach Pascal,ARI,WR,29,6,0,0,0,0,0,0,0,0,,0,8,4,19,4.75,0,0,0,0,,,2.0,5.9,5.9,3.9,,154,
390,Ben Skowronek,LAR,WR,26,7,0,0,0,0,0,0,1,11,11.0,0,5,2,13,6.5,0,0,0,0,,,2.0,4.4,4.4,3.4,,148,
391,Equanimeous St. Brown,CHI,WR,27,2,0,0,0,0,0,0,0,0,,0,2,1,21,21.0,0,0,0,0,,,2.0,3.1,3.1,2.6,,152,
392,Quez Watkins,PHI,WR,25,3,2,0,0,0,0,0,0,0,,0,5,4,21,5.25,0,0,0,0,,,2.0,6.1,6.1,4.1,,153,
393,Trevon Wesco,TEN,TE,28,6,4,0,0,0,0,0,0,0,,0,2,1,21,21.0,0,0,0,0,,,2.0,3.1,3.1,2.6,,79,
394,Mitchell Wilcox,CIN,TE,27,6,0,0,0,0,0,0,0,0,,0,4,3,17,5.67,0,0,0,0,,,2.0,4.7,4.7,3.2,,82,
395,Jameis Winston,NOR,QB,29,3,0,10,17,101,0,1,3,-4,-1.33,0,0,0,0,,0,0,0,0,,,2.0,1.6,2.6,2.6,,44,
396,Miles Boykin,PIT,WR,27,6,0,0,0,0,0,0,0,0,,0,2,1,5,5.0,0,0,0,0,,,1.0,1.5,1.5,1.0,,164,
397,Chase Brown,CIN,RB,23,5,0,0,0,0,0,0,2,6,3.0,0,3,3,7,2.33,0,0,0,0,,,1.0,4.3,4.3,2.8,,117,
398,DeeJay Dallas,SEA,RB,25,6,0,0,0,0,0,0,5,14,2.8,0,5,4,11,2.75,0,1,1,0,,,1.0,4.5,5.5,2.5,,126,
399,Kenyan Drake,BAL,RB,29,2,0,0,0,0,0,0,1,0,0.0,0,3,2,31,15.5,0,1,1,0,,,1.0,3.1,4.1,2.1,,120,
400,Payne Durham,TAM,TE,23,2,0,0,0,0,0,0,0,0,,0,2,1,8,8.0,0,0,0,0,,,1.0,1.8,1.8,1.3,,90,
401,Ross Dwelley,SFO,TE,28,7,0,0,0,0,0,0,0,0,,0,2,1,12,12.0,0,0,0,0,,,1.0,2.2,2.2,1.7,,84,
402,Chris Evans,CIN,RB,26,4,0,0,0,0,0,0,2,12,6.0,0,1,1,-1,-1.0,0,0,0,0,,,1.0,2.1,2.1,1.6,,121,
403,Zach Evans,LAR,RB,22,3,0,0,0,0,0,0,4,10,2.5,0,0,0,0,,0,0,0,0,,,1.0,1.0,1.0,1.0,,123,
404,C.J. Ham,MIN,RB,30,7,3,0,0,0,0,0,0,0,,0,4,3,14,4.67,0,0,0,0,,,1.0,4.4,4.4,2.9,,115,
405,Mecole Hardman,2TM,WR,25,6,0,0,0,0,0,0,0,0,,0,6,2,12,6.0,0,0,0,0,,,1.0,3.2,3.2,2.2,,156,
406,Evan Hull,IND,RB,23,1,0,0,0,0,0,0,1,1,1.0,0,1,1,6,6.0,0,0,0,0,,,1.0,1.7,1.7,1.2,,125,
407,Tyler Huntley,BAL,QB,25,2,0,0,1,0,0,0,2,8,4.0,0,0,0,0,,0,0,0,0,,,1.0,0.8,0.8,0.8,,46,
408,Trishton Jackson,MIN,WR,25,3,0,0,0,0,0,0,0,0,,0,1,1,7,7.0,0,0,0,0,,,1.0,1.7,1.7,1.2,,162,
409,Rakim Jarrett,TAM,WR,22,6,0,0,0,0,0,0,1,0,0.0,0,4,2,10,5.0,0,0,0,0,,,1.0,3.0,3.0,2.0,,158,
410,Jakob Johnson,LVR,RB,29,7,3,0,0,0,0,0,0,0,,0,2,1,12,12.0,0,0,0,0,,,1.0,2.2,2.2,1.7,,119,
411,Tucker Kraft,GNB,TE,23,6,0,0,0,0,0,0,0,0,,0,2,2,5,2.5,0,0,0,0,,,1.0,2.5,2.5,1.5,,91,
412,Chris Manhertz,DEN,TE,31,7,1,0,0,0,0,0,0,0,,0,3,1,10,10.0,0,0,0,0,,,1.0,2.0,2.0,1.5,,86,
413,Anthony McFarland Jr.,PIT,RB,24,2,0,0,0,0,0,0,0,0,,0,2,2,11,5.5,0,0,0,0,,,1.0,3.1,3.1,2.1,,122,
414,Keaton Mitchell,BAL,RB,21,2,0,0,0,0,0,0,0,0,,0,1,1,9,9.0,0,0,0,0,,,1.0,1.9,1.9,1.4,,124,
415,Johnny Mundt,MIN,TE,29,7,0,0,0,0,0,0,0,0,,0,1,1,11,11.0,0,0,0,0,,,1.0,2.1,2.1,1.6,,85,
416,Devine Ozigbo,DET,RB,27,2,0,0,0,0,0,0,3,5,1.67,0,1,1,8,8.0,0,0,0,0,,,1.0,2.3,2.3,1.8,,118,
417,Rashaad Penny,PHI,RB,27,1,0,0,0,0,0,0,3,9,3.0,0,1,1,5,5.0,0,0,0,0,,,1.0,2.4,2.4,1.9,,116,
418,Jalen Reagor,NWE,WR,24,2,0,0,0,0,0,0,0,0,,0,1,1,11,11.0,0,0,0,0,,,1.0,2.1,2.1,1.6,,157,
419,Cooper Rush,DAL,QB,30,3,0,4,5,28,0,0,4,-4,-1.0,0,0,0,0,,0,0,0,0,,,1.0,0.7,0.7,0.7,,47,
420,Drew Sample,CIN,TE,27,6,2,0,0,0,0,0,0,0,,0,3,3,10,3.33,0,0,0,0,,,1.0,4.0,4.0,2.5,,87,
421,Sterling Shepard,NYG,WR,30,7,1,0,0,0,0,0,0,0,,0,6,4,26,6.5,0,1,1,0,,,1.0,4.6,5.6,2.6,,163,
422,Ben Sims,GNB,TE,23,6,0,0,0,0,0,0,0,0,,0,2,2,14,7.0,0,0,0,0,,,1.0,3.4,3.4,2.4,,83,
423,Willie Snead,SFO,WR,31,1,0,0,0,0,0,0,0,0,,0,1,1,9,9.0,0,0,0,0,,,1.0,1.9,1.9,1.4,,160,
424,Jack Stoll,PHI,TE,25,7,4,0,0,0,0,0,0,0,,0,3,2,10,5.0,0,0,0,0,,,1.0,3.0,3.0,2.0,,88,
425,Cody Thompson,SEA,WR,27,6,0,0,0,0,0,0,0,0,,0,1,1,10,10.0,0,0,0,0,,,1.0,2.0,2.0,1.5,,159,
426,Dorian Thompson-Robinson,CLE,QB,24,2,1,19,36,121,0,3,4,24,6.0,0,0,0,0,,0,1,0,0,,,1.0,1.2,4.2,4.2,,45,
427,Tyquan Thornton,NWE,WR,23,2,1,0,0,0,0,0,0,0,,0,3,2,8,4.0,0,0,0,0,,,1.0,2.8,2.8,1.8,,161,
428,Cedric Tillman,CLE,WR,23,4,0,0,0,0,0,0,0,0,,0,3,1,5,5.0,0,0,0,0,,,1.0,1.5,1.5,1.0,,165,
429,Mitchell Trubisky,PIT,QB,29,1,0,3,5,18,0,0,0,0,,0,0,0,0,,0,0,0,0,,,1.0,0.7,0.7,0.7,,48,
430,Darnell Washington,PIT,TE,22,6,4,0,0,0,0,0,0,0,,0,3,1,10,10.0,0,0,0,0,,,1.0,2.0,2.0,1.5,,89,
431,Alex Armah,WAS,,29,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,1,
432,C.J. Beathard,JAX,QB,30,2,0,2,2,9,0,0,3,-2,-0.67,0,0,0,0,,0,0,0,0,,,,0.2,0.2,0.2,,49,
433,Brandon Bolden,LVR,,33,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,131,
434,Lynn Bowden Jr.,NOR,,26,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,170,
435,Teddy Bridgewater,DET,QB,31,1,0,0,0,0,0,0,2,-2,-1.0,0,0,0,0,,0,0,0,0,,,,-0.2,-0.2,-0.2,,54,
436,Jake Browning,CIN,QB,27,1,0,0,1,0,0,0,1,-1,-1.0,0,0,0,0,,0,0,0,0,,,,-0.1,-0.1,-0.1,,53,
437,Jason Cabinda,DET,RB,27,3,0,0,0,0,0,0,1,0,0.0,0,0,0,0,,0,0,0,0,,,,,,,,132,
438,Grant Calcaterra,PHI,,25,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,94,
439,Julius Chestnut,TEN,,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,133,
440,Corey Clement,ARI,,29,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,134,
441,Sean Clifford,GNB,QB,25,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,,0,1,0,0,,,,,,,,51,
442,Chris Conley,SFO,,31,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,171,
443,Tanner Conner,MIA,,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,95,
444,Britain Covey,PHI,,26,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,0,0,,,,,,,,172,
445,Darrell Daniels,DET,,29,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,96,
446,Jaelon Darden,CLE,,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,173,
447,Sam Darnold,SFO,QB,26,4,0,1,1,1,0,0,5,-5,-1.0,0,0,0,0,,0,0,0,0,,,,-0.5,-0.5,-0.5,,56,
448,Malik Davis,DAL,,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,135,
449,Phillip Dorsett,DEN,,30,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,174,
450,Greg Dortch,ARI,,25,7,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,175,
451,Keelan Doss,LAC,,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,176,
452,Simi Fehoko,LAC,,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,177,
453,Myles Gaskin,MIN,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,136,
454,Reggie Gilliam,BUF,RB,26,7,0,0,0,0,0,0,0,0,,0,1,1,3,3.0,0,0,0,0,,,,1.3,1.3,0.8,,129,
455,Antoine Green,DET,WR,24,6,0,0,0,0,0,0,0,0,,0,2,1,2,2.0,0,0,0,0,,,,1.2,1.2,0.7,,167,
456,Justin Hardee,NYJ,,29,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,178,
457,Jacob Harris,JAX,,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,97,
458,N'Keal Harry,MIN,,26,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,179,
459,Jamycal Hasty,JAX,,27,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,137,
460,Peyton Hendershot,DAL,TE,24,3,0,0,0,0,0,0,1,0,0.0,0,2,1,3,3.0,0,0,0,0,,,,1.3,1.3,0.8,,93,
461,Parker Hesse,ATL,,28,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,98,
462,Elijah Higgins,ARI,TE,23,1,0,0,0,0,0,0,0,0,,0,1,1,0,0.0,0,0,0,0,,,,1.0,1.0,0.5,,99,
463,J.P. Holtz,NOR,,30,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,100,
464,Travis Homer,CHI,,25,6,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,138,
465,Jesper Horsted,LVR,TE,26,7,0,0,0,0,0,0,0,0,,0,1,1,4,4.0,0,0,0,0,,,,1.4,1.4,0.9,,92,
466,Godwin Igwebuike,2TM,,29,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,139,
467,Ty Johnson,BUF,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,140,
468,Julio Jones,PHI,WR,34,1,0,0,0,0,0,0,0,0,,0,1,1,3,3.0,0,0,0,0,,,,1.3,1.3,0.8,,166,
469,Taiwan Jones,NYG,,35,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,141,
470,Ko Kieft,TAM,,25,6,5,0,0,0,0,0,0,0,,0,3,0,0,,0,0,0,0,,,,,,,,101,
471,Keith Kirkwood,NOR,WR,29,7,2,0,0,0,0,0,0,0,,0,4,1,1,1.0,0,0,0,0,,,,1.1,1.1,0.6,,169,
472,Charlie Kolar,BAL,,24,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,102,
473,Tyler Kroft,MIA,,31,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,103,
474,Kwamie Lassiter II,CIN,WR,25,1,0,0,0,0,0,0,0,0,,0,1,1,2,2.0,0,0,0,0,,,,1.2,1.2,0.7,,168,
475,Sean McKeon,DAL,,26,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,104,
476,Kirk Merritt,NOR,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,180,
477,James Mitchell,DET,,24,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,105,
478,Jalen Nailor,MIN,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,181,
479,Dare Ogunbowale,HOU,RB,29,1,0,0,0,0,0,0,2,4,2.0,0,0,0,0,,0,0,0,0,,,,0.4,0.4,0.4,,127,
480,Qadree Ollison,PIT,,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,142,
481,Matthew Orzech,GNB,,28,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,106,
482,Nathan Peterman,CHI,QB,29,1,0,0,0,0,0,0,2,-4,-2.0,0,0,0,0,,0,1,0,0,,,,-0.4,-0.4,-0.4,,55,
483,Kevin Rader,TEN,,28,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,107,
484,Giovanni Ricci,CAR,RB,27,5,0,0,0,0,0,0,0,0,,0,1,1,2,2.0,0,0,0,0,,,,1.2,1.2,0.7,,130,
485,Demarcus Robinson,LAR,,29,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,182,
486,Aaron Rodgers,NYJ,QB,40,1,1,0,1,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,52,
487,Amari Rodgers,IND,,24,3,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,183,
488,Matthew Slater,NWE,,38,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,184,
489,Ihmir Smith-Marsette,CAR,,24,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,185,
490,Stephen Sullivan,CAR,,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,108,
491,Trent Taylor,CHI,,29,7,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,186,
492,Laquon Treadwell,BAL,,28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,187,
493,Clayton Tune,ARI,QB,24,1,0,1,1,4,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,0.2,0.2,0.2,,50,
494,Tylan Wallace,BAL,,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,188,
495,Dwayne Washington,DEN,,29,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,143,
496,Montrell Washington,KAN,,24,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,0,0,,,,,,,,189,
497,Kristian Wilkerson,LVR,,26,2,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,190,
498,Jeff Wilson,MIA,RB,28,1,0,0,0,0,0,0,0,0,,0,1,1,4,4.0,0,0,0,0,,,,1.4,1.4,0.9,,128,
499,Juwann Winfree,IND,,27,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,191,
500,Charlie Woerner,SFO,,26,7,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,109,
501,Kyle Allen,BUF,QB,27,4,0,0,0,0,0,0,7,-7,-1.0,0,0,0,0,,0,0,0,0,,,-1.0,-0.7,-0.7,-0.7,,57,
502,Deon Jackson,2TM,RB,24,3,1,0,0,0,0,0,13,14,1.08,0,6,5,14,2.8,0,2,2,0,,,-1.0,3.8,5.8,1.3,,145,
503,Richie James,KAN,WR,28,2,0,0,0,0,0,0,0,0,,0,3,1,6,6.0,0,1,1,0,,,-1.0,-0.4,0.6,-0.9,,192,
504,Kyle Philips,TEN,WR,24,2,0,0,0,0,0,0,0,0,,0,3,1,6,6.0,0,1,1,0,,,-1.0,-0.4,0.6,-0.9,,193,
